2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MDC | No information |,50,,0,,,,MDC,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5125,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | No information |,50,,0,,,,MDC,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5132,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | No information |,50,,0,,,,MDC,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5139,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | No information |,50,,0,,,,MDC,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5146,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | No information |,50,,0,,,,MDC,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5153,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | No information |,50,,0,,,,MDC,No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5160,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | No information |,10,,0,,,,MDC,No information,Obesity,18 to 49 years of age,Pipeline,On Hold/Postponed,01/02/2026,01/02/2027,,,10,5236,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | none at the moment |,65,,40,,,,MDC,none at the moment,RSV Vaccine,18 to 49 years of age,Archive,DM Declined,04/01/2026,06/28/2026,,,65,5166,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | None at the moment |,0,,0,,,,MDC,None at the moment,COVID-19,> 65 years of age,Pipeline,Pre-award,09/01/2026,09/01/2027,,,15,5759,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | None at the moment |,0,,0,,,,MDC,None at the moment,Cardiovascular Disease,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,07/01/2027,,,10,5778,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | None at the moment |,0,,0,,,,MDC,None at the moment,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,8,5787,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | None at the moment |,0,,0,,,,MDC,None at the moment,Herpes Zoster,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5812,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | None at the moment |,0,,0,,,,MDC,None at the moment,Type 2 Diabetes,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,04/01/2027,,,8,5821,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | none at the moment |,0,,0,,,,MDC,none at the moment,Pneumococcal,50 to 80 years of age,Pipeline,Pre-award,03/01/2026,05/31/2026,,,75,5966,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | none at the moment |,0,,0,,,,MDC,none at the moment,GBS Maternal Vaccine,18 to 49 years of age,Pipeline,Pre-award,04/01/2026,08/28/2026,,,2,6455,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | none at the tmoment |,0,,0,,,,MDC,none at the tmoment,Migraine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,02/02/2026,02/02/2027,,,10,6077,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | OAB58677 |,50,,0,,,,MDC,OAB58677,HPV Vaccine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,50,5025,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | OAB71527 |,50,,18,,,,MDC,OAB71527,Shingles,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,03/31/2026,03/31/2027,,,200,5056,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | RIV-HU6-2203 |,10,,7,,,,MDC,RIV-HU6-2203,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,On Hold/Postponed,04/01/2026,07/01/2026,,,10,5241,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDC | ST-1891-301 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,3703,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
MDC | VAX31-104 |,0,,0,,,,MDC,VAX31-104,Pneumococcal,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,60,2512,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | 00303915 |,0,,0,,,,Miami,303915,Type 1 Diabetes,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,03/31/2026,,,6,6838,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | BHV1300-301 |,2,,1,,,,Miami,BHV1300-301,No Information,18 to 65 years of age,Pipeline,Potential,04/30/2026,04/30/2027,,,2,6962,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | BHV1300-302 |,2,,1,,,,Miami,BHV1300-302,No Information,18 to 65 years of age,Pipeline,Potential,05/02/2026,02/02/2027,,,2,6964,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | D7266C00001 |,13,,11,,,,Miami,D7266C00001,CVOT,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,07/06/2026,03/15/2027,,,13,7000,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | D8750C00010 |,5,,4,,,,Miami,D8750C00010,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/23/2026,,,13,6290,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | D8750C00011 |,5,,4,,,,Miami,D8750C00011,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,06/26/2026,,,13,6310,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | D8750C00012 |,13,,10,,,,Miami,D8750C00012,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/31/2026,,,13,6283,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | D8750C00014 |,13,,10,,,,Miami,D8750C00014,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,08/21/2026,,,13,6300,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRNM-004 |,0,,0,,,,Avicenna - Affiliate,FRNM-004,Others,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,01/17/2023,,,,,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRNM004 |,0,,0,,,,Avicenna - Affiliate,FRNM004,COVID-19,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,01/24/2023,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianapolis | D7266C00001 |,15,,10,,,,Indianapolis,D7266C00001,CVOT,adults greater than and equal to 18 years of age,Startup,Site Selected,06/15/2026,03/15/2027,,,13,6996,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,3,2,3,2,3,2,2,2,2,1,1,1
Miami | MET233-097-25-202 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,6822,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Miami | None at the moment |,0,,0,,,,Miami,None at the moment,Hypothyroidism,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,01/01/2027,,,8,5931,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | none at the moment |,0,,0,,,,Miami,none at the moment,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/06/2026,01/06/2027,,,15,6407,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | none at the moment |,0,,0,,,,Miami,none at the moment,colorectal cancer (CRC),"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/30/2026,04/30/2027,,,8,6737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | none at the moment |,0,,0,,,,Miami,none at the moment,Obesity,adults greater than and equal to 18 years of age,Pipeline,Pre-award,05/01/2026,05/01/2027,,,60,6863,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | none at the moment |,0,,0,,,,Miami,none at the moment,Type 2 Diabetes,18 to 65 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,10,7040,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | none at the moment |,0,,0,,,,Miami,none at the moment,Obesity,adults greater than and equal to 18 years of age,Archive,DM Declined,05/02/2026,02/01/2027,,,8,7051,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | PAB78438 |,0,,0,,,,Miami,PAB78438,Type 2 Diabetes,adults greater than and equal to 18 years of age,Pipeline,Pre-award,07/01/2026,07/01/2027,,,10,6062,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami | RIV-HU6-2203 |,10,,5,,,,Miami,RIV-HU6-2203,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,On Hold/Postponed,04/01/2026,07/01/2026,,,10,5227,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomball Rheumatology | D9640C00003 |,14,,13,,,,Tomball Rheumatology,D9640C00003,Rheumatoid Arthritis,"18 to 75 Years (Adults, Older Adults)",Enrolling,Greenlight Received,03/27/2026,07/16/2027,,,14,5874,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1
NOVA (Dallas) | D8750C00010 |,5,,4,,,,NOVA (Dallas),D8750C00010,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/23/2026,,,14,6291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | D8750C00011 |,5,,4,,,,NOVA (Dallas),D8750C00011,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,06/26/2026,,,14,6311,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | D8750C00012 |,14,,10,,,,NOVA (Dallas),D8750C00012,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,07/31/2026,,,14,6278,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | D8750C00014 |,14,,10,,,,NOVA (Dallas),D8750C00014,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,08/01/2026,08/21/2026,,,14,6301,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | MAB02735 |,80,,64,,,,NOVA (Dallas),MAB02735,RSV Vaccine,18 to 49 years of age,Pipeline,Potential,08/01/2026,08/31/2026,,,100,4216,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
NOVA (Dallas) | MET233-097-25-202 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,6821,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
NOVA (Dallas) | NN9838-4968 |,5,,5,,,,NOVA (Dallas),NN9838-4968,Obesity,5 to < 18 years of age,Archive,Not Selected,03/07/2026,01/01/2028,,,14,6316,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5172,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5176,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5177,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/01/2026,01/01/2027,,,50,5180,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,02/03/2027,,,50,5183,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,02/03/2027,,,50,5186,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5189,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5192,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5196,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5198,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5201,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5204,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,50,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,Pre-award,01/05/2026,01/05/2027,,,50,5207,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | No information |,10,,0,,,,NOVA (Dallas),No information,Obesity,18 to 49 years of age,Pipeline,On Hold/Postponed,01/02/2026,01/02/2027,,,10,5235,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | None at the moment |,0,,0,,,,NOVA (Dallas),None at the moment,Herpes Zoster,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5813,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the moment |,0,,0,,,,NOVA (Dallas),none at the moment,Pneumococcal,50 to 80 years of age,Pipeline,Pre-award,03/01/2026,05/31/2026,,,75,5973,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the moment |,0,,0,,,,NOVA (Dallas),none at the moment,MASH,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,04/01/2027,,,10,6157,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the moment |,0,,0,,,,NOVA (Dallas),none at the moment,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/06/2026,01/06/2027,,,15,6410,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the moment |,0,,0,,,,NOVA (Dallas),none at the moment,Epstein Barr,18 to 20 years of age,Pipeline,Pre-award,07/01/2026,07/01/2027,,,50,6469,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the moment |,0,,0,,,,NOVA (Dallas),none at the moment,colorectal cancer (CRC),"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/30/2026,04/30/2027,,,8,6744,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the moment |,0,,0,,,,NOVA (Dallas),none at the moment,Obesity,adults greater than and equal to 18 years of age,Pipeline,Pre-award,05/01/2026,05/01/2027,,,50,6861,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the moment |,0,,0,,,,NOVA (Dallas),none at the moment,Obesity,adults greater than and equal to 18 years of age,Archive,DM Declined,05/02/2026,2/1/2027,,,8,7050,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | none at the tmoment |,0,,0,,,,NOVA (Dallas),none at the tmoment,Migraine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,02/02/2026,02/02/2027,,,10,6076,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | RIV-HU6-2203 |,10,,5,,,,NOVA (Dallas),RIV-HU6-2203,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,On Hold/Postponed,04/01/2026,07/01/2026,,,10,5242,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA (Dallas) | ZP7570-25086 |,8,,5,,,,NOVA (Dallas),ZP7570-25086,Obesity,"18 to 75 Years (Adults, Older Adults)",Archive,Not Selected,04/04/2026,07/31/2027,,,8,7022,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 1404-0051 |,10,,8,,,,Philadelphia,1404-0051,Obesity,Adolescent (5 to 12),Pipeline,Potential,04/11/2026,04/11/2028,,,10,3461,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 20230219 |,3,,2,,,,Philadelphia,20230219,Gout,adults greater than and equal to 18 years of age,Archive,DM Declined,03/17/2026,06/17/2027,,,3,6845,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 218130 |,120,,100,,,,Philadelphia,218130,Influenza,> 65 years of age,Startup,Site Selected,09/01/2026,10/30/2026,,,150,2618,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 218132 |,120,,90,,,,Philadelphia,218132,Influenza,18 to 49 years of age,Pipeline,PSV Completed,10/01/2026,12/15/2026,,,150,2630,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 218139 |,200,,140,,,,Philadelphia,218139,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,200,2641,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 218741 |,50,,35,,,,Philadelphia,218741,RSV_Flu Vaccine,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,50,3026,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA29144 |,0,,0,,,,Avicenna - Affiliate,GA29144,Others,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,01/17/2023,,,,,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia | 221531 |,4,,2,,,,Philadelphia,221531,COPD,40 to 75 years of old,Maintenance,Maintenance,11/03/2025,04/01/2026,,,5,4759,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 221847 |,200,,160,,,,Philadelphia,221847,COVID-19,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,10/01/2026,04/16/2027,,,250,5008,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 223960 |,8,,5,,,,Philadelphia,223960,RSV Vaccine,60-80 years of age,Pipeline,Potential,06/03/2026,09/03/2026,,,8,7144,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 283133 |,10,,10,,,,Philadelphia,283133,COPD,40 to 80 years of age (inclusive),Pipeline,Potential,04/01/2026,04/01/2028,,,10,4546,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
Philadelphia | 286706 |,10,,7,,,,Philadelphia,286706,COPD,18 to 49 years of age,Pipeline,Potential,10/12/2026,10/01/2027,,,10,3762,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 289318 |,20,,0,,,,Philadelphia,289318,Chronic Sinusitis,18 to 49 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,20,4644,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | 306938 |,105,,80,,,,Philadelphia,306938,Influenza,Elderly Adults (50+),Pipeline,FQ Submitted,04/29/2026,06/28/2026,,,105,7098,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | AIC316-01-III-01 |,20,,0,,,,Philadelphia,AIC316-01-III-01,HSV Treatment,adults greater than and equal to 18 years of age,Startup,Site Selected,05/29/2026,12/04/2026,,,4,6218,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,1,1,1
Philadelphia | BC#128160-04 |,7,,4,,,,Philadelphia,BC#128160-04,COPD,40 to 80 years of age (inclusive),Pipeline,Potential,4/1/2026,04/01/2027,,,10,5326,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia | BC#136259-01 | Study 3,5,,5,,,,Philadelphia,BC#136259-01,Pneumococcal,"Healthy Toddlers, Children & Adolescents",Archive,CRO Not Selected,04/01/2026,01/30/2027,,,5,4611,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO44296 |,15,,0,,,,Avicenna - Affiliate,GO44296,Others,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,01/17/2023,01/17/2024,,,15,1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
