Copy of Revenue Forecast Model 2023-2027 (05/22/2026),,,, Sites name changed ,8:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",0% - 10%,,,,,,,,,,,,,,,,,,Total Actual + Fin goals,Sponsor Vs Fin goals,Total Actual + Ops goals,Sponsor Vs Ops goals,,,,,,,,,,,,,,
Pipeline,2286,6307,Chicago | D8750C00011 |,River Forest,Dr. Mary Brown,D8750C00011,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,824","3,956","4,088","3,956","4,088","19,912.09",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00011-Phase 3  Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6307Chicago | D8750C00011 |,,4,4,"80,000","24,000",2286,"24,000",Q3,No CRO,Pipeline 2026,River Forest,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2286,0,0,"7,780","  12,132 ",,  4 ,0,0,5,,,0,,0,5,0,5,,282,151 to 300 Days,N/A,Not Included,,"19,912",0.00,,0,0,0,0,0
Pipeline,2286,6306,Boston | D8750C00011 |,Brookline,Dr. Basmah Jalil,D8750C00011,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,824","3,956","4,088","3,956","4,088","19,912.09",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00011-Phase 3  Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6306Boston | D8750C00011 |,,4,4,"80,000","24,000",2286,"24,000",Q3,No CRO,Pipeline 2026,Brookline,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2286,0,0,"7,780","  12,132 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"19,912",0.00,,0,0,0,0,0
Pipeline,2286,6305,Albuquerque | D8750C00011 |,Albuquerque,Dr. Sally Fisher,D8750C00011,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,824","3,956","4,088","3,956","4,088","19,912.09",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00011-Phase 3  Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6305Albuquerque | D8750C00011 |,,4,4,"80,000","24,000",2286,"24,000",Q3,No CRO,Pipeline 2026,Albuquerque,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2286,0,0,"7,780","  12,132 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"19,912",0.00,,0,0,0,0,0
Pipeline,2285,6304,Tomball | D8750C00014 |,Tomball 13406,Dr. Muhammad Irfan,D8750C00014,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"16,571","17,143","17,714","8,571",0,"60,000.00",Pipeline,0,30%,,8/3/2026,Non-Psych,"20,000", AstraZeneca-D8750C00014-Phase 3 Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6304Tomball | D8750C00014 |,,10,10,"200,000","60,000",2285,"60,000",Q3,No CRO,Pipeline 2026,Tomball 13406,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2285,0,0,"33,714","  26,286 ",,  10 ,0,0,12,,,0,,0,12,0,12,,282,151 to 300 Days,N/A,Not Included,,"60,000",0.00,,0,0,0,0,0
Pipeline,2285,6301,NOVA (Dallas) | D8750C00014 |,NOVA,Dr. Mustafa Alibhai,D8750C00014,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"16,571","17,143","17,714","8,571",0,"60,000.00",Pipeline,0,30%,,8/3/2026,Non-Psych,"20,000", AstraZeneca-D8750C00014-Phase 3 Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6301NOVA (Dallas) | D8750C00014 |,,10,10,"200,000","60,000",2285,"60,000",Q3,No CRO,Pipeline 2026,NOVA,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2285,0,0,"33,714","  26,286 ",,  10 ,0,0,12,,,0,,0,12,0,12,,282,151 to 300 Days,N/A,Not Included,,"60,000",0.00,,0,0,0,0,0
Pipeline,2285,6300,Miami | D8750C00014 |,Miami,Noreen Hamed Shaaban,D8750C00014,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"16,571","17,143","17,714","8,571",0,"60,000.00",Pipeline,0,30%,,8/3/2026,Non-Psych,"20,000", AstraZeneca-D8750C00014-Phase 3 Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6300Miami | D8750C00014 |,,10,10,"200,000","60,000",2285,"60,000",Q3,No CRO,Pipeline 2026,Miami,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2285,0,0,"33,714","  26,286 ",,  10 ,0,0,  12 ,,,0,,0,  12 ,0,  12 ,,282,151 to 300 Days,N/A,Not Included,,"60,000",0.00,,0,0,0,0,0
Pipeline,2285,6299,FSS | D8750C00014 |,FSS,Jeremy McConnell,D8750C00014,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"16,571","17,143","17,714","8,571",0,"60,000.00",Pipeline,0,30%,,8/3/2026,Non-Psych,"20,000", AstraZeneca-D8750C00014-Phase 3 Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6299FSS | D8750C00014 |,,10,10,"200,000","60,000",2285,"60,000",Q3,No CRO,Pipeline 2026,FSS,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2285,0,0,"33,714","  26,286 ",,  10 ,0,0,  12 ,0,0,0,,0,  12 ,0,  12 ,,282,151 to 300 Days,N/A,Not Included,,"60,000",0.00,,0,0,0,0,0
Pipeline,2285,6298,Detroit | D8750C00014 |,Southfield,Dr. Rebecca Rivard,D8750C00014,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"16,571","17,143","17,714","8,571",0,"60,000.00",Pipeline,0,30%,,8/3/2026,Non-Psych,"20,000", AstraZeneca-D8750C00014-Phase 3 Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6298Detroit | D8750C00014 |,,10,10,"200,000","60,000",2285,"60,000",Q3,No CRO,Pipeline 2026,Southfield,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2285,0,0,"33,714","  26,286 ",,  10 ,0,0,12,,,0,,0,12,0,12,,282,151 to 300 Days,N/A,Not Included,,"60,000",0.00,,0,0,0,0,0
Pipeline,2285,6296,Chicago | D8750C00014 |,River Forest,Dr. Mary Brown,D8750C00014,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"16,571","17,143","17,714","8,571",0,"60,000.00",Pipeline,0,30%,,8/3/2026,Non-Psych,"20,000", AstraZeneca-D8750C00014-Phase 3 Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6296Chicago | D8750C00014 |,,10,10,"200,000","60,000",2285,"60,000",Q3,No CRO,Pipeline 2026,River Forest,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2285,0,0,"33,714","  26,286 ",,  10 ,0,0,  12 ,,,0,,0,  12 ,0,  12 ,,282,151 to 300 Days,N/A,Not Included,,"60,000",0.00,,0,0,0,0,0
Pipeline,2285,6295,Albuquerque | D8750C00014 |,Albuquerque,Dr. Sally Fisher,D8750C00014,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"16,571","17,143","17,714","8,571",0,"60,000.00",Pipeline,0,30%,,8/3/2026,Non-Psych,"20,000", AstraZeneca-D8750C00014-Phase 3 Obesity w/o T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6295Albuquerque | D8750C00014 |,,10,10,"200,000","60,000",2285,"60,000",Q3,No CRO,Pipeline 2026,Albuquerque,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2285,0,0,"33,714","  26,286 ",,10,0,0,12,,,0,,0,12,0,12,,282,151 to 300 Days,N/A,Not Included,,"60,000",0.00,,0,0,0,0,0
Pipeline,2284,6294,Tomball | D8750C00010 |,Tomball 13406,Dr. Vicki Miller,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6294Tomball | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,Tomball 13406,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6293,Sugarland | D8750C00010 |,Sugarland,Dr. Kecia Leigh,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6293Sugarland | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,Sugarland,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6292,San Antonio | D8750C00010 |,San Antonio,Dr. Hilario Alvarado,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6292San Antonio | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,San Antonio,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,5,,,0,,0,5,0,5,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6291,NOVA (Dallas) | D8750C00010 |,NOVA,Dr. Mustafa Alibhai,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6291NOVA (Dallas) | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,NOVA,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6290,Miami | D8750C00010 |,Miami,Noreen Hamed Shaaban,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6290Miami | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,Miami,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6289,FSS | D8750C00010 |,FSS,Jeremy McConnell,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6289FSS | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,FSS,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,4,0,0,5,0,0,0,,0,5,0,5,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6288,Detroit | D8750C00010 |,Southfield,Dr. Rebecca Rivard,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6288Detroit | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,Southfield,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6287,Chicago | D8750C00010 |,River Forest,Dr. Mary Brown,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6287Chicago | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,River Forest,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6286,Boston | D8750C00010 |,Brookline,Dr. Basmah Jalil,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6286Boston | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,Brookline,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,4,0,0,5,,,0,,0,5,0,5,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2284,6285,Albuquerque | D8750C00010 |,Albuquerque,Dr. Sally Fisher,D8750C00010,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"3,314","3,429","3,543","3,429","3,543","17,257.14",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00010-Phase 3 Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6285Albuquerque | D8750C00010 |,,4,4,"80,000","24,000",2284,"24,000",Q3,No CRO,Pipeline 2026,Albuquerque,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2284,0,0,"6,743","  10,514 ",,  4 ,0,0,  5 ,,,0,,0,  5 ,0,  5 ,,282,151 to 300 Days,N/A,Not Included,,"17,257",0.00,,0,0,0,0,0
Pipeline,2283,6284,Albuquerque | D8750C00012 |,Albuquerque,Dr. Sally Fisher,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6284Albuquerque | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,Albuquerque,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,  10 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2283,6283,Miami | D8750C00012 |,Miami,Noreen Hamed Shaaban,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6283Miami | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,Miami,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,10,0,0,10,,,0,,0,10,0,10,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2283,6282,Tomball | D8750C00012 |,Tomball 13406,Dr. Vicki Miller,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6282Tomball | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,Tomball 13406,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,  10 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2283,6281,FSS | D8750C00012 |,FSS,Jeremy McConnell,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6281FSS | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,FSS,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,  10 ,0,0,  10 ,0,0,0,,0,  10 ,0,  10 ,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2283,6280,San Antonio | D8750C00012 |,San Antonio,Danielle Coulter,D8750C00012,Pipeline,PSV Scheduled,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"20,714","21,429","22,143","21,429","22,143","107,857.14",Pipeline,0,80%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6280San Antonio | D8750C00012 |,,10,10,"200,000","160,000",2283,"160,000",Q3,No CRO,Pipeline 2026,San Antonio,Obesity,76% - 85%,Pipeline,AstraZeneca,Other,2283,0,0,"42,143","  65,714 ",,10,0,0,10,,,0,,0,10,0,10,,282,151 to 300 Days,N/A,Not Included,,"40,446","67,410.71",,0,0,0,0,0
Pipeline,2283,6279,Sugarland | D8750C00012 |,Sugarland,Dr. Kecia Leigh,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6279Sugarland | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,Sugarland,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,  10 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2283,6278,NOVA (Dallas) | D8750C00012 |,NOVA,Dr. Mustafa Alibhai,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6278NOVA (Dallas) | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,NOVA,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,  10 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2283,6277,Boston | D8750C00012 |,Brookline,Dr. Basmah Jalil,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6277Boston | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,Brookline,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,10,0,0,10,,,0,,0,10,0,10,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2283,6276,Chicago | D8750C00012 |,River Forest,Dr. Mary Brown,D8750C00012,Pipeline,PSV Scheduled,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"20,714","21,429","22,143","21,429","22,143","107,857.14",Pipeline,0,80%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6276Chicago | D8750C00012 |,,10,10,"200,000","160,000",2283,"160,000",Q3,No CRO,Pipeline 2026,River Forest,Obesity,76% - 85%,Pipeline,AstraZeneca,Other,2283,0,0,"42,143","  65,714 ",,  10 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,282,151 to 300 Days,N/A,Not Included,,"40,446","67,410.71",,0,0,0,0,0
Pipeline,2283,6275,Detroit | D8750C00012 |,Southfield,Dr. Rebecca Rivard,D8750C00012,Pipeline,FQ Submitted,AstraZeneca,None,Obesity,General Medicine,Non-Vaccine,,0,0,0,0,0,0,0,"7,768","8,036","8,304","8,036","8,304","40,446.43",Pipeline,0,30%,,8/1/2026,Non-Psych,"20,000", AstraZeneca-D8750C00012-Phase 3  Obesity with T2D ,No CRO,AstraZeneca,Active,Pipeline 2026,6275Detroit | D8750C00012 |,,10,10,"200,000","60,000",2283,"60,000",Q3,No CRO,Pipeline 2026,Southfield,Obesity,11% - 30%,Pipeline,AstraZeneca,Other,2283,0,0,"15,804","  24,643 ",,  10 ,0,0,  10 ,,,0,,0,  10 ,0,  10 ,,282,151 to 300 Days,N/A,Not Included,,"40,446",0.00,,0,0,0,0,0
Pipeline,2300,6389,Tomball Rheumatology | none at the moment |,Tomball 13414,Dr. Shaikh Arif Ali,none at the moment,Pipeline,Pre-award,No Information,Parexel,Sjogren's Syndrome,Allergy/Immunology,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2026,Non-Psych,"20,000",Parexel-289998-Phase Sjogren’s Syndrome,Parexel,No Information,In-Active,Pipeline 2026,6389Tomball Rheumatology | none at the moment |,,10,0,"200,000",0,No Priority,0,Q1,Parexel,Pipeline 2026,Tomball Rheumatology,General Medicine,0% - 10%,Pipeline,Other,Parexel,Not Priority,0,0,0,  - ,,-,0,0,0,,,0,,0,0,0,0,,326,301 Onwards,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2299,6388,Tomball Rheumatology | none at the moment |,Tomball 13414,Dr. Shaikh Arif Ali,none at the moment,Pipeline,Pre-award,No Information,Parexel,Systemic Lupus Erythematosus (SLE),Allergy/Immunology,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,1/1/2026,Non-Psych,"20,000", Parexel-294420-Phase Systemic Lupus Erythematosus ,Parexel,No Information,In-Active,Pipeline 2026,6388Tomball Rheumatology | none at the moment |,,10,0,"200,000",0,No Priority,0,Q1,Parexel,Pipeline 2026,Tomball Rheumatology,General Medicine,0% - 10%,Pipeline,Other,Parexel,Not Priority,0,0,0,  - ,,  - ,0,0,  - ,,,0,,0,  - ,0,  - ,,326,301 Onwards,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2297,6385,Tomball Rheumatology | MS504908_0008 |,Tomball 13414,Dr. Shaikh Arif Ali,MS504908_0008,Cancelled,Cancelled,Merck,IQVIA,Systemic Lupus Erythematosus (SLE),Allergy/Immunology,Non-Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Cancelled,0,0%,,1/1/2025,Non-Psych,"20,000",#N/A,IQVIA,Merck,In-Active,Cancelled,6385Tomball Rheumatology | MS504908_0008 |,,0,0,0,0,No Priority,0,Q1,IQVIA,Cancelled,Tomball 13414,General Medicine,0% - 10%,Not Include,Other,IQVIA,Not Priority,0,0,0,  - ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0 to 60 Days,N/A,Not Included,,0,0.00,,0,0,0,0,0
Pipeline,2296,6384,San Antonio | None at the moment |,San Antonio,Dr. Hilario Alvarado,None at the moment,Pipeline,Pre-award,No Information,IQVIA,HSV,Vaccine-Other,Vaccine,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Pipeline,0,0%,,3/1/2026,Non-Psych,"8,500", IQVIA-QAB18560-Phase 3 Herpes simplex virus ,IQVIA,No Information,In-Active,Pipeline 2026,6384San Antonio | None at the moment |,,15,0,"127,500",0,No Priority,0,Q1,IQVIA,Pipeline 2026,San Antonio,Vaccine-Other,0% - 10%,Pipeline,Other,IQVIA,Not Priority,0,0,0,  - ,,  - ,0,0,  - ,,,0,,0,  - ,0,  - ,,328,301 Onwards,N/A,Not Included,,0,0.00,,0,0,0,0,0
